start_date,end_date,cluster2017,timeframe,cluster2017_nf,Crimes_pt1_property_per1000,Crimes_pt1_violent_per1000,indc
1-Jan-15,31-Dec-15,Joint Base Anacostia-Bolling,2015,Cluster 44,15,4.6,1
1-Jan-16,31-Dec-16,Joint Base Anacostia-Bolling,2016,Cluster 44,11,5.1,1
1-Jan-00,31-Dec-00,"Arboretum, Anacostia River",2000,Cluster 46,.,.,1
1-Jan-01,31-Dec-01,"Arboretum, Anacostia River",2001,Cluster 46,345,207,1
1-Jan-02,31-Dec-02,"Arboretum, Anacostia River",2002,Cluster 46,155,241,1
1-Jan-03,31-Dec-03,"Arboretum, Anacostia River",2003,Cluster 46,136,125,1
1-Jan-04,31-Dec-04,"Arboretum, Anacostia River",2004,Cluster 46,85,51,1
1-Jan-05,31-Dec-05,"Arboretum, Anacostia River",2005,Cluster 46,75,55,1
1-Jan-06,31-Dec-06,"Arboretum, Anacostia River",2006,Cluster 46,69,11,1
1-Jan-07,31-Dec-07,"Arboretum, Anacostia River",2007,Cluster 46,113,49,1
1-Jan-08,31-Dec-08,"Arboretum, Anacostia River",2008,Cluster 46,38,30,1
1-Jan-09,31-Dec-09,"Arboretum, Anacostia River",2009,Cluster 46,61,46,1
1-Jan-10,31-Dec-10,"Arboretum, Anacostia River",2010,Cluster 46,144,34,1
1-Jan-11,31-Dec-11,"Arboretum, Anacostia River",2011,Cluster 46,68,10,1
1-Jan-12,31-Dec-12,"Arboretum, Anacostia River",2012,Cluster 46,6.8,10,1
1-Jan-13,31-Dec-13,"Arboretum, Anacostia River",2013,Cluster 46,10,0,1
1-Jan-14,31-Dec-14,"Arboretum, Anacostia River",2014,Cluster 46,27,3.4,1
1-Jan-15,31-Dec-15,"Arboretum, Anacostia River",2015,Cluster 46,21,3.4,1
1-Jan-16,31-Dec-16,"Arboretum, Anacostia River",2016,Cluster 46,10,0,1
